lat,lon,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,confidence
28.703999999999994,77.09599999999998,19,30,1113,705,0.995495
28.703999999999994,77.11599999999997,37,48,1446,1115,0.995219
28.703999999999994,77.13599999999997,27,39,1798,1245,0.994404
28.703999999999994,77.15599999999996,20,28,599,427,1.0
28.703999999999994,77.17599999999996,39,48,301,245,1.0
28.703999999999994,77.19599999999996,26,30,595,516,0.988546
28.703999999999994,77.21599999999995,25,33,774,587,0.9986
28.703999999999994,77.23599999999995,48,48,262,262,1.0
28.703999999999994,77.25599999999994,36,36,417,417,1.0
28.703999999999994,77.27599999999994,9,13,743,514,0.91
28.703999999999994,77.29599999999994,29,35,1121,928,1.0
28.703999999999994,77.31599999999993,18,18,370,370,1.0
28.703999999999994,77.33599999999993,21,32,1461,958,0.987219
28.703999999999994,77.35599999999992,24,33,1339,973,0.981668
28.703999999999994,77.37599999999992,32,37,109,94,1.0
28.723999999999993,76.936,42,47,2229,1992,0.906281
28.723999999999993,76.956,30,36,2450,2041,0.967175
28.723999999999993,76.976,38,38,447,447,1.0
28.723999999999993,76.996,41,44,1222,1138,0.933607
28.723999999999993,77.01599999999999,30,36,2450,2041,0.967175
28.723999999999993,77.03599999999999,22,22,948,948,1.0
28.723999999999993,77.05599999999998,30,36,2450,2041,0.967175
28.723999999999993,77.07599999999998,19,30,1113,705,0.995495
28.723999999999993,77.09599999999998,26,38,1875,1283,1.0
28.723999999999993,77.11599999999997,27,39,1798,1245,0.994404
28.723999999999993,77.13599999999997,28,34,618,509,1.0
28.723999999999993,77.15599999999996,15,25,2181,1308,0.980195
28.723999999999993,77.17599999999996,35,46,495,376,1.0
28.723999999999993,77.19599999999996,25,32,503,393,0.998404
28.723999999999993,77.21599999999995,36,36,1315,1315,1.0
28.723999999999993,77.23599999999995,38,38,1096,1096,1.0
28.723999999999993,77.25599999999994,41,41,682,682,1.0
28.723999999999993,77.27599999999994,16,20,1234,987,0.814257
28.723999999999993,77.29599999999994,36,43,2014,1686,0.951098
28.723999999999993,77.31599999999993,21,32,1461,958,0.987219
28.723999999999993,77.33599999999993,21,32,1461,958,0.987219
28.723999999999993,77.35599999999992,31,31,1142,1142,1.0
28.723999999999993,77.37599999999992,31,31,1142,1142,1.0
28.743999999999993,76.936,34,34,910,910,1.0
28.743999999999993,76.956,49,49,1586,1586,1.0
28.743999999999993,76.976,30,36,2450,2041,0.967175
28.743999999999993,76.996,28,28,471,471,1.0
28.743999999999993,77.01599999999999,42,42,1730,1730,1.0
28.743999999999993,77.03599999999999,29,29,478,478,1.0
28.743999999999993,77.05599999999998,26,38,1875,1283,1.0
28.743999999999993,77.07599999999998,27,39,1798,1245,0.994404
28.743999999999993,77.09599999999998,23,33,2191,1527,0.977042
28.743999999999993,77.11599999999997,23,33,2191,1527,0.977042
28.743999999999993,77.13599999999997,23,33,2191,1527,0.977042
28.743999999999993,77.15599999999996,67,67,1081,1081,1.0
28.743999999999993,77.17599999999996,35,35,394,394,1.0
28.743999999999993,77.19599999999996,28,33,1479,1255,0.959037
28.743999999999993,77.21599999999995,35,35,1353,1353,1.0
28.743999999999993,77.23599999999995,38,38,1096,1096,1.0
28.743999999999993,77.25599999999994,24,24,329,329,1.0
28.743999999999993,77.27599999999994,19,19,386,386,1.0
28.743999999999993,77.29599999999994,25,34,1228,903,0.98286
28.743999999999993,77.31599999999993,21,32,1461,958,0.987219
28.743999999999993,77.33599999999993,17,17,293,293,1.0
28.743999999999993,77.35599999999992,34,34,1974,1974,1.0
28.743999999999993,77.37599999999992,32,32,1106,1106,1.0
28.763999999999992,76.936,49,49,1586,1586,1.0
28.763999999999992,76.956,30,36,2450,2041,0.967175
28.763999999999992,76.976,34,40,2100,1785,0.791133
28.763999999999992,76.996,28,28,471,471,1.0
28.763999999999992,77.01599999999999,41,44,1222,1138,0.933607
28.763999999999992,77.03599999999999,29,29,478,478,1.0
28.763999999999992,77.05599999999998,25,33,2012,1524,0.988745
28.763999999999992,77.07599999999998,50,50,721,721,1.0
28.763999999999992,77.09599999999998,25,33,2012,1524,0.988745
28.763999999999992,77.11599999999997,22,28,2173,1707,0.750986
28.763999999999992,77.13599999999997,22,28,2173,1707,0.750986
28.763999999999992,77.15599999999996,21,21,264,264,1.0
28.763999999999992,77.17599999999996,28,33,1479,1255,0.959037
28.763999999999992,77.19599999999996,36,36,1315,1315,1.0
28.763999999999992,77.21599999999995,35,35,1353,1353,1.0
28.763999999999992,77.23599999999995,38,38,1096,1096,1.0
28.763999999999992,77.25599999999994,20,20,618,618,1.0
28.763999999999992,77.27599999999994,33,38,1308,1136,0.994318
28.763999999999992,77.29599999999994,23,23,1016,1016,1.0
28.763999999999992,77.31599999999993,41,47,1825,1592,0.771236
28.763999999999992,77.33599999999993,34,34,1974,1974,1.0
28.763999999999992,77.35599999999992,29,29,1076,1076,1.0
28.763999999999992,77.37599999999992,41,47,1825,1592,0.771236
28.783999999999992,76.936,49,49,1586,1586,1.0
28.783999999999992,76.956,30,36,2450,2041,0.967175
28.783999999999992,76.976,30,30,1331,1331,1.0
28.783999999999992,76.996,43,43,281,281,1.0
28.783999999999992,77.01599999999999,41,44,1222,1138,0.933607
28.783999999999992,77.03599999999999,23,33,2191,1527,0.977042
28.783999999999992,77.05599999999998,21,30,650,455,0.811642
28.783999999999992,77.07599999999998,50,50,721,721,1.0
28.783999999999992,77.09599999999998,22,28,2173,1707,0.750986
28.783999999999992,77.11599999999997,27,27,1770,1770,1.0
